축제명,개최장소,축제시작일자,축제종료일자,축제내용,전화번호,홈페이지주소,소재지도로명주소,소재지지번주소,위도,경도,,,,,
제29회 서귀포칠십리축제,제주월드컵경기장 광장 일대,2023-10-13,2023-10-15,칠십리 마을문화예술제+공연+체험 등,064-760-3942,https://seogwipo.go.kr/festivals/70ni/info/intro.htm,제주특별자치도 서귀포시 월드컵로 33,,33.246219,126.509275,,,,,
제18회 중문칠선녀축제,중문관광단지 내 테디베엄뮤지엄 앞 도로,2023-10-02,2023-10-03,중문 칠선녀 축제,064-760-4824,https://seogwipo.go.kr/festivals/sevenbeauty/info/intro.htm,,제주특별자치도 서귀포시 색달동 2864-4,33.25074441,126.4124638,,,,,
제29회 제주 성읍마을 전통민속재현축제,제주성읍마을 남문광장,2023-11-03,2023-11-05,초가집줄놓기+전통혼례식 등 문화예술행사,064-787-1306,https://seogwipo.go.kr/festivals/seongeup/info/intro.htm,제주특별자치도 서귀포시 표선면 성읍정의현로 30,제주특별자치도 서귀포시 표선면 성읍리 855-1,33.384904,126.8014971,,,,,
단종문화제,장릉 및 영월읍 일원,2022-04-29,2022-05-01,조신시대국장재현+정순왕후선발대회+야간칡줄다리기,033-375-6353,http://www.ywcf.com/,강원도 영월군 영월읍 단종로 24,강원도 영월군 영월읍 영흥리 961-2,37.18609549,128.4681825,,,,,
동강국제사진제,동강사진박물관,2022-07-22,2022-10-09,동강사진상+워크숍+사진예술전시,033-375-6353,http://www.ywcf.com/,강원도 영월군 영월읍 영월로 1909-10,강원도 영월군 영월읍 하송리 217-2,37.18193994,128.4615511,,,,,
영월동강뗏목축제,동강둔치 일원,2022-07-28,2022-07-30,전통뗏목시연+맨손송어잡기+래프팅,033-375-6353,http://www.ywcf.com/,,강원도 영월군 영월읍 하송리 61-11,37.17968547,128.4698463,,,,,
제36회 지용제,지용생가 및 상계체육공원 등 구읍 일원,2023-09-07,2023-09-10,지용문학상 시상식+시노래콘서트+향수콘서트+지용백일장 등,043-730-3403,http://gy-festival.okcc.or.kr/html/kr/,충청북도 옥천군 옥천읍 매동로 209,충청북도 옥천군 옥천읍 상계리 14-2,36.31880041,127.5827071,,,,,
제1회 향수옥천 유채꽃축제,옥천유채꽃단지 일원,2023-04-15,2023-05-14,개막 축하공연+기념음악회+농·특산물 판매 등,043-730-4533,,,충청북도 옥천군 동이면 금암리 1139,36.28482117,127.6452944,,,,,
2023 제11회 군산시간여행축제,시간여행마을 일원,2023-10-06,2023-10-09,근대를 축으로 한 시간여행축제,063-454-3302,http://festival.gunsan.go.kr/,전라북도 군산시 중앙로 178,전라북도 군산시 중앙로1가 11-1,35.98772627,126.711725,,,,,
제24회음성품바축제,설성공원및꽃동네일원,2023-05-17,2023-05-21,"글로벌품바래퍼경연대회, 품바라이브 등 공연 및 체험",043-873-2241,http://www.pumba21.com/,충청북도 음성군 음성읍 예술로 102,충청북도 음성군 음성읍 읍내리 366-17,36.93152313,127.6806296,,,,,
제42회설성문화제,설성공원일원,2023-10-12,2023-10-15,"민속예술한마당놀이, 군민노래자랑 등 각종 체험",043-872-4084,http://eumseong.kccf.or.kr,충청북도 음성군 음성읍 수정로 38,충청북도 음성군 음성읍 읍내리 446-1,36.93427623,127.6906949,,,,,
제23회소래포구축제,인천 남동구 소래포구 일원,2023-09-15,2023-09-17,소래바다를 주제로한 수산물 체험행사 및 문화공연,032-453-2142,www.namdong.go.kr/soraefestival,"인천광역시 남동구 아암대로 1550, (논현동)",인천광역시 남동구 논현동 775,37.38725249,126.7269798,,,,,
구시청나이트페스티벌,아시아음식문화지구,2023-07-14,2023-07-15,아시아+음식+문화를 주제로 한 상설축제 4회 개최,062-608-2413,,광주광역시 동구 서남로 1(동구청),광주광역시 동구 서석동 31,35.1461414,126.9230951,,,,,
춘천낭만여행 - 풍물장 새봄맞이 신명굿,풍물시장 상설무대,2020-05-17,2020-07-12,풍물장 새봄맞이 신명굿,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7545,강원도 춘천시 영서로 2352-21 풍물시장,강원도 춘천시 온의동 29-3 풍물시장,37.867938,127.716982,,,,,
춘천전쟁과 일상 국제문학포럼 2020 -한국전쟁 후-,강원대학교 글로벌경영관 AMP강의실 103호,2020-02-05,2020-02-05,강연 및 토론,033-245-6603,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7531,강원도 춘천시 강원대학길 1,강원도 춘천시 효자동 192-1,37.86802431,127.7483874,,,,,
이계통간異系統間 배요한 박예지 2인전,개나리미술관,2022-08-02,2022-08-14,배요한x박예지 이계통간(異系統間),070-8095-3899,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=EC9DB4EAB384ED86B5EAB08428E795B0E7B3BBE7B5B1E9969329+3A+EBB0B0EC9A94ED959C+EBB095EC9888ECA780+2EC9DB8ECA084,강원도 춘천시 동내면거두택지길44번길7-19,강원도 춘천시 동내면 거두리 1123-6,37.854519,127.758213,,,,,
춘천인형극박물관 재개관 전시 인형의 기술,춘천인형극박물관,2020-10-15,2020-12-31,인형의 기술,033-242-8452,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7591&search_type=1&search_keyword=ECB698ECB29CEC9DB8ED9895EAB7B9EBB095EBACBCEAB480+EC9EACEAB09CEAB480+ECA084EC8B9C+E3808AEC9DB8ED9895EC9D98+EAB8B0EC88A0E3808B,강원도 춘천시 영서로 3017,강원도 춘천시 사농동 277-3 춘천인형극장,37.92101625,127.720178,,,,,
최정숙 개인전 호모 하모니쿠스 Homo Harmonicus,춘천미술관,2020-07-31,2020-08-06,최정숙 개인전 호모 하모니쿠스 Homo Harmonicus,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7582&search_type=1&search_keyword=ECB59CECA095EC8899+EAB09CEC9DB8ECA084+ED98B8EBAAA8+ED9598EBAAA8EB8B88ECBFA0EC8AA4+Homo+Harmonicus,강원도 춘천시 서부대성로 71,강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.7313736,,,,,
2020 서현종 개인전 - 청.춘.천 展,복합문화공간 5Note,2020-06-12,2020-06-28,춘천이 가지고 온 풍경들과 그 속에서 자라온 우리들의 지나온 푸른색의 추억들을 아크릴화로 표현한 전시,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7558,강원도 춘천시 스포츠타운길 347-9,강원도 춘천시 삼천동 200-2,37.872615,127.696757,,,,,
2020 강원문화재단 원로예술인 공연 생일 - The Dark,춘천 소극장 Zone,2020-08-03,2020-08-09,강원도 대표 연극인 김경태 원로예술인의 대표작 생일 - The Dark,033-240-1347,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=7578&search_type=1&search_keyword=2020+EAB095EC9B90EBACB8ED9994EC9EACEB8BA8+EC9B90EBA19CEC9888EC88A0EC9DB8,강원도 춘천시 세실로 267 (후평동),강원도 춘천시 후평동 90-1번지,37.880636,127.754584,,,,,
춘천뿌리展_The Exhibition of Roots,춘천미술관 전관,2022-09-30,2022-10-06,춘천뿌리展_The Exhibition of Roots,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10842&search_type=1&search_keyword=ECB698ECB29CEBBF8CEBA6ACE5B195_The+Exhibition+of+Roots,강원도 춘천시 서부대성로 71(옥천동),강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.7313736,,,,,
춘천선열의 얼과 소통하다 한중수교 30주년기념 국제 초청 서예전 강원서예협회 정기전,춘천문화원 의암전시실,2022-10-17,2022-10-20,춘천은 애국 충정의 도시로 애향 선열의 얼을 이어 담은 작품 전시. 서예가 정광옥 비롯하여 한국작가와 중국작가 43명 전시,033-253-2992,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10833&search_type=1&search_keyword=ECB698ECB29CEC84A0EC97B4EC9D98+EC96BCEAB3BC+EC868CED86B5ED9598EB8BA4+2FED959CECA491EC8898EAB590+30ECA3BCEB8584EAB8B0EB8590+EAB5ADECA09C+ECB488ECB2AD+EC84,강원도 춘천시 퇴계농공로 40(퇴계동),강원도 춘천시 퇴계동 1020-2 춘천시평생학습관,37.849556,127.7436554,,,,,
2022 마임 아카데미 움직임 창작자를 위한 워크숍 비행飛行,무하 공연예술연습실,2022-11-07,2022-11-21,"자신의 상태,창작물의 완성도를 한 단계 확신에 가까운 상태로 이끌 수 있는 계기를 만들기 위한 시간",033-244-7556,https://www.cccf.or.kr/Home/H40000/H40400/boardList?cate_id=&search_type=1&search_keyword=2022+EBA788EC9E84+EC9584ECB9B4EB8DB0EBAFB8+EC9B80ECA781EC9E84+ECB0BDEC9E91EC9E90EBA5BC+EC9C84ED959C+EC9B8CED81ACEC888D+EBB984ED968928E9A39BE8A18C29,강원도 춘천시 행촌로 35(퇴계동),강원도 춘천시 퇴계동 890-4,37.85984082,127.724394,,,,,
제로섬씽,춘천문화예술회관 전시장,2022-09-29,2022-10-10,강원도를 터전으로 하는 작가 76인과 함께하는 에코아트페어 제로섬씽은 쓸모없는 아름다움’을 주제로 하고 있습니다,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10831&search_type=1&search_keyword=ECA09CEBA19CEC84ACEC94BD,강원도 춘천시 효자상길5번길 13(효자동),강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.7293405,,,,,
마스터클래스 23회차 영혼의 기타리스트 이근형 vs 괴물연주자 베이시스트 장태웅,강원음악창작소 1층 아니마떼끄,2022-09-24,2022-09-24,"일렉트릭 기타의 모든것에 대한 토론, 베이시스트의 다양한 테크닉과 앙상블의 이해",033-245-6321,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10730&search_type=1&search_keyword=EBA788EC8AA4ED84B0ED81B4EB9E98,강원도 춘천시 서면 박사로 854,강원도 춘천시 서면 현암리 367-3 강원정보문화진흥원,37.89302024,127.6919244,,,,,
찾아가는 문화예술공연,한경체육관,2023-07-08,2023-07-08,음악+댄스 등,,,제주특별자치도 제주시 한경면 칠전로 41,,,,,,,,
김홍열 사진전_Moment,춘천미술관 1F,2022-09-23,2022-09-28,김흥열 사진전,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10822&search_type=1&search_keyword=EAB980ED998DEC97B4+EC82ACECA784ECA084_Moment,강원도 춘천시 서부대성로 71(옥천동),강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.7313736,,,,,
老雲 安淙重 篆刻展노운 안종중 전각전_안종중 개인전,춘천미술관 2F,2022-09-16,2022-09-28,시백 안종중 선생의 전각예술세계를 볼 수 있는 전시,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10804&page=1,강원도 춘천시 서부대성로 71(옥천동),강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.7313736,,,,,
소小 소素 소笑_김현숙 개인전,춘천미술관 1F,2022-09-16,2022-09-21,삶은 기억의 총합이며 색을 입힌 파트이다. 그러므로 사소한 것도 나에게는 이유 이자 힘이다.,033-241-1856,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10803&page=5,강원도 춘천시 서부대성로 71(옥천동),강원도 춘천시 옥천동 73-2 춘천예술마당,37.88237413,127.7313736,,,,,
2022 춘천도서전-춘천 쓰고 읽고 말하다.,춘천시립도서관일대,2022-10-22,2022-10-23,춘천지역출판연대가 주최하는 이번 도서전은 지역의 숨은 작가를 찾아 독자들과 이어주는 지역작가와 독자의 만남을 주요 목표로 하고 있다.,033-251-9362,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10798,강원도 춘천시 우석로 100,강원도 춘천시 석사동 산32-1,37.86198997,127.7550186,,,,,
정춘일 개인전 - 삼 .철. 리 바람 展,kt&g 상상마당 춘천갤러리,2022-09-20,2022-10-21,"이번 프로젝트는 작가 본인에게는 자신의 한계성과의 싸움이며, 향유자에게는 작품의 다양성의 폭을 넓혀주고,나아가 문화도시 춘천의 위상과 예술의 질적수준을 높여 줄 것이라 기대한다.",,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10795,강원도 춘천시 스포츠타운길 399번길 25,강원도 춘천시 삼천동 223-2,37.87361778,127.7020916,,,,,
지나가는 여름이 아쉬운 사람들을 위한 블루요선 여행페스타,조운웰컴센터 및 요선동 일대,2022-08-20,2022-08-20,"지나가는 여름이 아쉬운 사람들을 위한 늦여름 바캉스,스몰여행 페스타",033-250-4936,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10701,강원도 춘천시 서부대성로44번길 2,강원도 춘천시 요선동 149-2,37.883138,127.727604,,,,,
축성탄 저세상 텐션으로의 초대 안녕 팥쥐,강원도립극단 유튜브,2021-12-24,2021-12-26,"안녕,팥쥐 온라인 상영회",033-255-0496,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10078,강원도 춘천시 안마산로 89 4층,강원도 춘천시 퇴계동 565-6,37.85546242,127.7258527,,,,,
Christmas Festival - 제 9회 정기연주회,춘천문화예술회관,2021-12-19,2021-12-19,한중미 예술인 협회의 성악가들 협연,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10048,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.7293405,,,,,
음악극 피터와 동물의 사육제,춘천문화예술회관,2021-12-12,2021-12-12,피터가 동물들을 만나 늑대를 물리치러 가는 스토리,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10047&search_type=1&search_keyword=EC9D8CEC9585EAB7B9+ED94BCED84B0EC9980+EB8F99EBACBCEC9D98+EC82ACEC9CA1ECA09C,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.7293405,,,,,
제2회 호반음악제 피아졸라 나이트클럽 인 춘천,강원대 백령아트센터,2021-12-18,2021-12-18,제2회 호반음악제 피아졸라 나이트클럽 인 춘천,033-260-9331,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10023&search_type=1&search_keyword=ECA09C2ED9A8C+ED98B8EBB098EC9D8CEC9585ECA09C+ED94BCEC9584ECA1B8EB9DBC+EB8298EC9DB4ED8AB8ED81B4EB9FBD+EC9DB8+ECB698ECB29C,강원도 춘천시 강원대학길 1,강원도 춘천시 효자동 192-1,37.86802431,127.7483874,,,,,
제4회 셰익스피어 페스티벌 셰익스피어 맥베스를 연주하다,강원대학교 백령아트센터,2021-11-19,2021-11-19,"제4회 셰익스피어 페스티벌-셰익스피어,맥베스를 연주하다",033-250-7909,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10006&search_type=1&search_keyword=ECA09C4ED9A8C+EC85B0EC9DB5EC8AA4ED94BCEC96B4+ED8E98EC8AA4ED8BB0EBB28C,강원도 춘천시 강원대학길 1,강원도 춘천시 효자동 192-1,37.86802431,127.7483874,,,,,
FESTA NYCC 2021 온라인 페스타 뉴욕 in 춘천,FESTA NYCC 유튜브(온라인),2021-12-13,2021-12-22,그래미 수상자와 함께하는 춘천 온라인 페스티,,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=10004&search_type=1&search_keyword=FESTA+NYCC+2021+EC98A8EB9DBCEC9DB8+ED8E98EC8AA4ED8380+EB89B4EC9A95+in+ECB698ECB29C,강원도 춘천시 효자상길5번길 13,강원도 춘천시 효자동 산40-12 춘천문화예술회관,37.87261579,127.7293405,,,,,
2021춘천마임축제 물화일체,약사천 수변공원,2021-11-10,2021-11-11,2021춘천마임축제 물화일체,033-242-0585,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9964&search_type=1&search_keyword=2021ECB698ECB29CEBA788EC9E84ECB695ECA09C+EBACBCED9994EC9DBCECB2B4,강원도 춘천시 약사고개길 53(효자동),강원도 춘천시 효자동 677-25,37.87443892,127.7279424,,,,,
2021춘천마임축제 도깨비 유랑단,아르숲 생활문화센터+꿈마루 청소년 수련관+약사천 수변공원,2021-11-08,2021-11-12,2021춘천마임축제 도깨비 유랑단,033-242-0585,https://www.cccf.or.kr/Home/H40000/H40400/boardView?board_key=9963&search_type=1&search_keyword=2021ECB698ECB29CEBA788EC9E84ECB695ECA09C+EB8F84EAB9A8EBB984+EC9CA0EB9E91EB8BA8,강원도 춘천시 효석로9번길 13,강원도 춘천시 효자동 305-18,37.865023,127.7344985,,,,,
